,Job Title,Company,City,Description,Days On Indeed,URL
1,Associate Software Engineer - Do you Code for Fun?,Raytheon,"Rosslyn, VA","Developing and analyzing complex data models and ontologies; Designing algorithms to reason about causal networks in noisy, incomplete, multi-modal data;",1,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2LP6KtwgLMWcIJbzQK4y118hUYa2NHT0ELzb4aR6nDrO9_32R0LtazQt5Ev9ntbNHviBF7-GwCbHdNbNz3vAMl-cvNBOmkR-aDyUJAsnj26j6WFWa8n7WjO34e7nhaIybdkgeKXusIQ5lEbugo2ah9-ZWNaqM21PX-hIH7bOmF77s-VL3YM5cz6PPMa9MzKemtQel4tR8VGkaGHzqQj4ApI3JnxX4z8grnFzvTMopfzZjTdrhCucZC1d1GX9O3izTlzbRNopfWH9r0Z6KplqNEongDiVnNKSl7DCw8iho8GJbJYH3UT4Nj7-31VZF7YHg29o6fwKewAVzigM4AbZNK4Luujhtr1gKzptZv7v6q9XC7uUG6UzSFKb2bLZfW5Sh9fuwAP-tKFD8l0-7z5TTlgvBKOLB_IZ8cBck7BBWkA==&p=0&fvj=0&vjs=3
2,"Data Scientist, Mid",Booz Allen Hamilton,"Rosslyn, VA","As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Possession of excellent data gathering, analytical…",1,www.indeed.com/rc/clk?jk=83f6524595883fe4&fccid=4e041af1d0af1bc8&vjs=3
3,Research Analyst,CENTRA Technology,"Rosslyn, VA","Experience, such as an internship, with a policy agency. CENTRA Technology Inc. has an open position for a junior or mid-level analyst to support a dynamic…",3,www.indeed.com/rc/clk?jk=ac811cc9ec26db15&fccid=b3aefa89185b49b3&vjs=3
4,Intern - Data Scientist,ATPCO,"Rosslyn, VA","As a Data Scientist Intern at ATPCO you will contribute to an agile team of software engineers, product managers and data analysts to simplify billions of data…",4,www.indeed.com/rc/clk?jk=7b22af21358c81a7&fccid=9e48d5b13497d679&vjs=3
5,Legal Fellow,Environmental Defense Fund,"Rosslyn, VA","Ability to collect, analyze, and apply data and prepare reports of findings. EDF offers internships and fellowships for students and recent graduates in a…",4,www.indeed.com/rc/clk?jk=6186d2cac3f725c1&fccid=1514f8a1c4147615&vjs=3
6,Data Analytics Intern | Summer 2020,Arch,"Rosslyn, VA","The Arch Global Mortgage Data Analytics team provides the data analytics strategy and delivers data analytic services, including the development of complex…",5,www.indeed.com/rc/clk?jk=6e232bb797e16179&fccid=ab65954557c457d8&vjs=3
7,Data Analysis Intern,Serco Inc.,"Rosslyn, VA",Identify current sources of staffing data and incoming data files. Document individual properties of data sets. Strong analytical and data management skills.,5,www.indeed.com/rc/clk?jk=ccd5daa663b7a036&fccid=8177021cdb259d9d&vjs=3
8,Operations Research Analyst Internship,Decisive Analytics Corporation,"Rosslyn, VA","Collect, interpret, and analyze data using various analytical methods and statistical techniques. DECISIVE ANALYTICS Corporation is seeking applicants for a…",5,www.indeed.com/rc/clk?jk=89508e9bb7f41b81&fccid=f2ff3a0858fed7fd&vjs=3
9,Operations Research Analyst Intern,"Systems Planning and Analysis, Inc.","Rosslyn, VA","Apply innovative concepts, quantitative tools and creative data visualization methods. Working towards a Bachelor’s degree in Engineering, Math, Ops Research,…",5,www.indeed.com/rc/clk?jk=2e1687028c2e95b5&fccid=ccfce62820936877&vjs=3
10,Operations Research Analyst-Recent Graduate,"Systems Planning and Analysis, Inc.","Rosslyn, VA","Internship or paid work experience with and manipulating data using programming languages or analysis packages (e.g. VBA, SQL, Python, R, MATLAB).",5,www.indeed.com/rc/clk?jk=f19ee9b06042607f&fccid=ccfce62820936877&vjs=3
11,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Rosslyn, VA","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
12,Data Scientist,Central Intelligence Agency,"Rosslyn, VA","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoPxByddGgCwKJYfyC_zQmmOKYurIfyNb0Bi_9DTQbXlY-wGT1MDWens0yGioDuYZSr4S5sJJNvEKbVVM0sebpGoF--Fzme79pnkTHf0RE2GN0WJmmyaTlMByBbYO7hDcYVEvTCc_FlykmkhtSF6Xj-7VtN3lEyfJtM1Ok-mTyLLEYkEj0bzpQK15TuFOEeBnTQwDwMfIXZjY7-swbEKviNM9Pyq9Q0Bos3XBz_w4NqTTmuEYFa__YYWlpfOH_9McyzvmgHSnqbOo9QOkQSPYBah4-lRSEo3XktPs4qHhnvBOLCC1y0qx5EM7MRh7bGkiS6zh6NJiyb0rL_3OlBoyPqdhcKuGDFP0zNNlSsnqg1mlI9cPH1xAi2qDd5k2zfwmLd88UepfR4zB&p=11&fvj=0&vjs=3
13,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Rosslyn, VA","Experience with preprocessing varied and unstructured data. Experience with common data science tools such as Python, R, or other scripting language.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJriloh-1gFbTVNaF_psEzcAc8I-q6IhHKIoZcXLRM6OkLvOXp3qvqG20Zgvjr7QndXoaLaOP1iJTf2nhATqr2_6X-7Jgf5YlYlTqqjVvpP87kblM5laEK7MTxx-cIDwyDi2pvg2e9EYEHmLrzJOwQhfueGArnCgqUtkUHgjWseMRkt5nB0faDNKE9FeIGqnTGIxonbAwbZZY4MhGpUFW50rJnlrKlnTfAwBQyvPIMj7F86-MOp25JJ3l1c9csqz81HG1574yrAMRYIqb74siLk1WChDWOZw6BLPULdos5YG_qR5ObkdaedbD_V_9T69-zw4RhN17MQhPrOM4TQGL3IhALsLjA2p5KV3gGhrJbbQu3lpthl9I_4xFC0qA67g_nRRDG4DqLM-4G62iV0uuez6ssUlUGeNDJEygcv8HthynR1IK3SEEL4XG5ImaasySnMO5c8Jf98hrapJQNGODXzj0JaRMnzW3n5Ki8VJ2s28yTa8z6&p=12&fvj=0&vjs=3
14,Graduate Studies Program - Data Scientist,Central Intelligence Agency,"Rosslyn, VA","As a Data Scientist Graduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbrtR6ny1gwoDYbGX4DLgV4jACPGKx-78S7ubsJe0cRVFqwrXomGJVxXuVov68Tz-VjWixzObefPCyN4hofwtIqHyq2I1IshXUEvUe2slKEEpSN4XLj12mySa4OChuqFpf9PzZDDvHq2F38qryu3bSTwRYbHEcQI2toFIOUd3nIXpqYi2OCcquprE4zDTMiyBnrDURnjYaCWM7UlB8_IV2zaYkk1YQ8IAdyM8QwT0_H3J0WaF3xupVatZa4XIT5zzjS3fx16PaYv3PPzzGixgkh219ZMc0I3qNhb9hwiLKzLi6aIg5ZTPAomUEPL2JSmYu_KjT0Y5nMZHojGFCY2evqLkkY3HAD1xtqyQtknPuzelGfovNSMj4Uzr6Qqf_Qw3C5rAL7xVpbIdrC3zeEHvlsXQL90ZYPDXSwNXeKTIClOWxg20kafwLlH1B7UfvwIRFg8z3o0VDTnjMeigZet1gEr77-sa8YbzTA==&p=13&fvj=0&vjs=3
15,Data Scientist,Booz Allen Hamilton,"Washington, DC","As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Experience with building complex data pipelines.",11,www.indeed.com/rc/clk?jk=94c567b44f5f82b2&fccid=4e041af1d0af1bc8&vjs=3
16,Data Science Intern,"The Upside Travel Company, LLC","Washington, DC","You have experience producing data analyses using python, R, or some other programming language. You’ll work closely with data scientists, product managers, and…",8,www.indeed.com/rc/clk?jk=bb672d3fb9f84e31&fccid=756aaa91162c8adc&vjs=3
17,Student Trainee (Economics),US Department of Energy,"Washington, DC","This is a SUMMER 2020 internship position. Analyze large volumes of data using SAS, Python or R. Work independently to summarize findings and visually present…",8,www.indeed.com/rc/clk?jk=e8885571504d5a55&fccid=672f70463e8dc57c&vjs=3
18,Student Trainee (Energy Industry),US Department of Energy,"Washington, DC","This is a SUMMER 2020 internship position. Education Requirement: To be eligible for an internship position, you must meet the following qualifications by the…",12,www.indeed.com/rc/clk?jk=f92be2e4db169cb0&fccid=672f70463e8dc57c&vjs=3
19,Associate Scientist II/III,University Corporation for Atmospheric Research,"Washington, DC",Strong knowledge and experience with oceanographic data processing and analysis. Assimilate all available data into the model results and provide blended model…,7,www.indeed.com/rc/clk?jk=2f8907b0071fb6a5&fccid=3e0354efeed7ce44&vjs=3
20,Student Trainee (Operations Research Analyst),US Department of the Army,"Washington, DC",This is a student internship opportunity. Pathways Internship positions provide for development and training. Click here or more information on Pathways program…,11,www.indeed.com/rc/clk?jk=986e49cdffe88804&fccid=c3b8389ba1f05d96&vjs=3
21,Revenue Management Data Science Intern - Summer 2020 - 90262...,Amtrak,"Washington, DC",Assist in developing and designing additional data warehouses and modifying existing data warehouses to support the marketing department.,17,www.indeed.com/rc/clk?jk=d1b0b0520b57e56f&fccid=bb33f33a46da0fc6&vjs=3
22,Market Research Analyst,Penn Schoen Berland,"Washington, DC","Our ideal candidate has a Bachelor’s degree and internship or summer work experience in public relations, market research, political campaigns or a related…",17,www.indeed.com/rc/clk?jk=5588effd1abdae2b&fccid=f9cd16307b0fe8ec&vjs=3
23,Machine Learning Intern,"Applied Research Associates, Inc","Washington, DC",This internship project will utilize machine learning to classify the suitability of visors intended for helmets of pilots as they are manufactured.,14,www.indeed.com/rc/clk?jk=47310fd678630c12&fccid=600e6abd00b4b668&vjs=3
24,Technical Aide-Summer_High School (McLean),Mitre Corporation,"Washington, DC","Below and on our Early HS Internship Landing Page (linked), you will find links that also include: MITRE's Emerging Technologies Department is seeking student…",18,www.indeed.com/rc/clk?jk=cf68f2c761477cd4&fccid=fd03a1a845b02aae&vjs=3
25,Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
26,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Washington, DC","Experience with preprocessing varied and unstructured data. Experience with common data science tools such as Python, R, or other scripting language.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJrilohwI1Bi3eBtD7BMlNHi-BVXhflmt93JqMqorC2FkVu1UMkdC5ClM2gWblcKIqALNbn3RQc0NTK9fwri-7UL7_TmhrmhP9gkPx35eTNYcn3qC03jOr14mzoQj_XzzGl9ZxWTm8GRbsiAa1_em0rkGHHu8Szoo0eCl2n4JAooNyddTKMrKytkpiJYLcj35WMKl3jVmfC3YQotCHCEUZevEKDjVaZ1xjM6ds-44e8p-lENmKFqncZCsYFjvDLdfBkPvXWfRih0fEAGCq6P-xI3Rta3jsBJtg8FGOYSIahoXYqA16MTaHhPpomLu20v9ICVn1whBMz-1Ww-DRxLMH5ETS5zUHZn5OF1CIyejDM7jpmn9FORvv5ZeL0RDjqzP7iaMt5dIHwcZy_9K-RaOm1fYls6UQVb5AZP1cxpk_pm32YtuCx50MVWm5DKicwAQxABDdOd_u_2rSAVr0sZMdxeff8uTv0alqDIX4ZzveqSZgoJSP&p=11&fvj=0&vjs=3
27,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We8gX1ulbHIFEbi7O9bLDyp74vfjAdx17fhIKaZ1MUdiR8-dohfXf4dPYOfFIM6iv3IE5UMhpR4Zlr--k394aWMGQ9M8tZJtHkg2pssMb6HwO0ogmCh8mhOc9XqSyu6q-MPR60-LeRjr4n1XOLpwkHXauSKSfG9g_C57bfwcET8dHDM9zuSrpVqQM6yvVPIjbGnUCMVkCb-WLUz7pWs8AIyhZHtEhHz9DVvY0BkbjCIlBAOgz6L1pocdAimLq3RJXYm2DmMPJkbE3x0T4Lpu02Vdy2aqf8bmdu_yfVoXuOIAULJcyeYT9DCQBjudLKJcwDXcMazZLHmDIzkAYnLc3YCne4tlXHs-yaV7pBcgt5JYEM3xR1oKGg0twUOdghjsYCPIM1CtDfjoINXpA_MrTERDZp6LCdBzfZ51IDSJfRdx_oTg9qQbOc8w=&p=12&fvj=0&vjs=3
28,Graduate Studies Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Graduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
29,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We8gX1ulbHIFEbi7O9bLDyp74vfjAdx17fhIKaZ1MUdiR8-dohfXf4dPYOfFIM6iv3IE5UMhpR4Zlr--k394aWMEeu0o54zFEVTONKNdHQvffTDcB0E9_C2NurlW_c9OBIRscE8fjxZFhCAKrU_xmMLMrqjPJGmZxm_-m9UnGcstMJZmAGJfoo5ozV2rdsUGPhw2E3WiXgEX7W2cgy07PaCSarbBDTr_Fgxq0oiBGmohD6O277YTyvF0aLncEs_1-wY0COx_d2CBBX_fckksk6snM4YHHeleCzt5i73QlVWt0DdqD-MIEhmcIZ9krJ6keFhcIA0ISEci1bKOXNajwZIE4-ugowQQdJHW5rxWPDGf0DfWSPXH3CPXkr076YR9PNtNCD4pAfb4iSzc35NQk8oRyTpYWzoHYOdJ1VawzIFTvi72PTrmJCKk=&p=1&fvj=0&vjs=3
30,CACI Event at Virginia Tech,CACI,"Washington, DC","Our opportunities will enable you to follow your dreams of becoming a Software Developer, Network Engineer, Systems Engineer, Cyber Security Engineer, Data…",16,www.indeed.com/rc/clk?jk=7fe7c7a8a1133761&fccid=290a4498a64fc044&vjs=3
31,"Portland, Washington DC, or London - Reduced Access Programm...",Mercy Corps,"Washington, DC",LENGTH OF INTERNSHIP: January - April 2020. All other costs associated with this internship. Specific activities in this internship will include:,24,www.indeed.com/rc/clk?jk=a84fcbfc2c0f5261&fccid=f5d74b4d69ab3204&vjs=3
32,Computational / Machine Learning Engineer Intern,3M,"Washington, DC","The internship position is a temporary position within 3M. Experience with one or more of the following technologies: Java, Maven, Jenkins, SVN and/or Git to…",24,www.indeed.com/rc/clk?jk=c67ee1b52d05a9e0&fccid=595d42593839d3a2&vjs=3
33,Research Analyst - Space Systems,Institute for Defense Analyses,"Washington, DC","Demonstrated ability to identify sources, assemble, and organize data sets for which subsequent quantitative and qualitative analyses is desired.",25,www.indeed.com/rc/clk?jk=82af18e057ce6de1&fccid=4e69f24625edd7db&vjs=3
34,Summer 2020 Intern- Science/Global Lab Ops,US Pharmacopeia,"Washington, DC",The intern will go through the following training during the internship program: The data collected will be used by scientific liaisons to align consistent…,30+,www.indeed.com/rc/clk?jk=b5f866c14c0de41c&fccid=8a5adb7047f34c52&vjs=3
35,Machine Learning Intern,Huntington Ingalls Industries (HII-MDIS),"Washington, DC","To model behaviors, detect anomalies, cluster data, and ultimately create actionable information. Experience or strong interest in Machine Learning or Data…",30+,www.indeed.com/rc/clk?jk=f7f7268defcf4bd2&fccid=9f2bb83bd9bfe2fc&vjs=3
36,Machine Learning Engineer,Virginia Tech,"Washington, DC","Senior management: Vice President for Research. Location: Greater Washington, D.C., Metro Area. Virginia Tech seeks applications for a research faculty position…",30+,www.indeed.com/rc/clk?jk=be98c86b6b5f4b99&fccid=838875e9df57e8c2&vjs=3
37,University Programs: Systems Engineer Intern,Raytheon,"Washington, DC","Demonstrated interest in systems engineering processes, including requirements definition, design, test planning, test execution, data analysis, and operations…",30+,www.indeed.com/rc/clk?jk=6066db288d26dccd&fccid=aa53b551f9df0210&vjs=3
38,Biologist (Entry Level/ Non-laboratory),"SRC, Inc.","Washington, DC",Critically evaluate the reliability of scientific data. Populate information systems with data related to the health and environmental effects of chemicals.,30+,www.indeed.com/rc/clk?jk=6f312f78c9c024e8&fccid=950032d3c5a663a9&vjs=3
39,2020 Summer Associate Internship - Advanced Solutions Sector...,Guidehouse,"Washington, DC",Working alongside experienced data scientists. This internship is for our Advanced Solutions Sector. Analyzing large and complex data sets and conducting…,30+,www.indeed.com/rc/clk?jk=22086df177e230b7&fccid=b8fdf400786b78b1&vjs=3
40,Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoPxByddGgCwKJYfyC_zQmmOKYurIfyNb0Bi_9DTQbXlY-wGT1MDWens0yGioDuYZSsGJwsDZPsAmXPrm3cFVTNa0xpxeJ7ZbO78AzNyAwESUHvD86wmAMo1Y3axA_X-cmsQisRjKsz6Wu3GNSzF0Wa9Fq7FP-1Ry2n466JQifPZANL0BzC76YQxLFmlQW8aUcuQS-f4oG-X4y0jvVKF-PSBvgYALPvbdCMy-vP2BzQLYMvSp-aJIUGVgl9Yiu8BEA97H5C_y_VIAlDrDs6KBHQFxsHzshsRetf2fgUrVSF7xKnUg8d_z3CD6VshsXM9foddV6huLV7WbJqSEejnveCuYhBO85z0KQquqeqzHaqbYKK87YgKn_UQDPpHarPje9kaS_9arFqc3&p=12&fvj=0&vjs=3
41,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Washington, DC","Experience with preprocessing varied and unstructured data. Experience with common data science tools such as Python, R, or other scripting language.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJriloh-t7K2pmuCh-I93g7KGRCTiH9vS2TG_HqFfsVSsD8BTtXRhvAJHbSChMmXlW2hftdHGlwX0jl415ogvWveS1Pys7teakyq2YJK1Mexj-wfpYsDUr96l15OdzAJBYrEZ9eONP6Ok6q5N2maLvSb-5akOgbQpZTobUVLZWLdUusfDxbEY6nSNxT5ppY0PHQQMlmO_dvoKKS2cucEdw4M55N1P0LYPqiwgqVNLUYCqQnBpfP1jCaEtCVnH2B5d2HsUFji7mVMmMdA2mjHspuBOPUdW3Z98Fdlxgoo6_ez9r7OS9l8e6zfsNYWTP723elWoERFNBCxyMNVjMLGtIdp3uBRR2lhEGGw7Q0DkzByBFiL8dxLwxs1liAn2SQr2WXWuBGniJHOu2n6X7Fe0l39TRNdE4RYR-3cNXHlNTF-XqdDSRE6z1egttBJ3QaT7hFIZ_xhIMK-ZjwtfgXPHDHOn2ytVrmLoY-DCsiDtYyZc6Ts7S&p=13&fvj=0&vjs=3
42,Operations Research Analyst Intern,"Systems Planning and Analysis, Inc.","Washington, DC","Apply innovative concepts, quantitative tools and creative data visualization methods. Working towards a Bachelor’s degree in Engineering, Math, Ops Research,…",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CTIUpOaOLLV7KqJKC6L8M3yiqBKHgXradA-B3tGb6D91_SSzq6bwF3j_eRFdcXyXGpBRMva-NZAPVpwf0t-aESaOGlXyEbo2dvYS4rSMP7dspQgHvy0rJ9ztyorpcHWVIj5jfc3LjLL8BNEw_2IF0XsS8LV4_xiIyQHa3Njj3gEsu5oBxxoyjhL78NgqDZ1cVTZGlJmEb45BzEWRO69nzrgtz5vtkc7iZK-bpTko4-3oIBblwfJXY-ICj3auOKT2MRdicQH1ssuTlj-XBZl5Ikw777zBUQMbtmNLKzFDih2fRF73DOoadnEGm4MwjSMmSsnMJ4R1laLaPpFQDe3NZWNvwJ0P5ydPocDxvGuzNe_a5XavCKpyYDu0ba-raTuHv6pN252p-_TW9uz8XbJzqkJUHiWEh8lzkAe1xv4SCxvwHm-h6r24YttLsGJLlihy-BDgGpe0mrK0Wyh3SR1HI0JwyJz2wZ3frvfQQ_N_cZBbp5sUJMb_-mFcCCziXmfrCCUquvwhcQ2gVhUg5FkMfk-nuYNgj7Sa5njKFX5cFluzSPENTSAKIo5iCh_xzTRpQIXXnDQlX71j99wbewQid4YNdIg7JA7oEvslo0lxe-mg&p=14&fvj=0&vjs=3
43,Intern - Vaccines Business Unit,Emergent BioSolutions,"Washington, DC","You will gain experience using multiple data searching and data analysis platforms as well as report writing, product development and program management.",30+,www.indeed.com/rc/clk?jk=d556e1a234b21c7f&fccid=a95210cbc59ed9ab&vjs=3
44,Signal Processing Intern,Leidos,"Washington, DC",Analyze results from simulation or real data to identify root causes and trends. Leidos currently has an opening for a Signal Processing Intern to support…,30+,www.indeed.com/rc/clk?jk=ed07c30682c110fc&fccid=8765a4045377753a&vjs=3
45,Data Scientist,US Other Agencies and Independent Organizations,"Washington, DC","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/rc/clk?jk=05ccaa409d89f139&fccid=0e7e5fe9219fd5cd&vjs=3
46,Geospatial Data Wrangling Intern,Maxar Technologies,"Washington, DC","Maxar is seeking an energetic, enthusiastic and motivated Data Wrangler Intern to help in the data gathering and cataloging of open source data related to our…",30+,www.indeed.com/rc/clk?jk=85f1e711c34b769d&fccid=9f02eee31b134261&vjs=3
47,Department of Energy -Headquarters Summer Intern,Error,"Washington, DC",This might include preparing and interpreting laboratory data as well as collecting data in an outdoor setting. 1/21/2020 11:59:00 PM Eastern Time Zone.,30+,www.indeed.com/rc/clk?jk=2f10c9e28fc267d0&fccid=9ee66ada40315e6d&vjs=3
48,Biologist II (Non-laboratory),"SRC, Inc.","Washington, DC",Summarize scientific data in written reports. Critically evaluate the reliability of scientific data. Populate information systems with data related to the…,30+,www.indeed.com/rc/clk?jk=2cb281c9f10da553&fccid=950032d3c5a663a9&vjs=3
49,Civil Intern,VHB,"Washington, DC",The paid internship that can start now or Summer 2020. Create text and spreadsheet documents and manipulate data. Draft plans using AutoCAD Civil 3D.,30+,www.indeed.com/rc/clk?jk=00ca3be3179f2e63&fccid=383d6873bb391471&vjs=3
50,"Internship - Statistical Programming Intern (Summer Session,...",Acumen LLC,"Washington, DC",Data management techniques for working with large amounts of data. 2020 Summer Internship Application Timeline: This position is for a paid summer internship.,30+,www.indeed.com/rc/clk?jk=08bb3c17fdeb8691&fccid=d7c744248a9e6859&vjs=3
51,Machine Learning Intern,Novetta,"Washington, DC",Collaborate with a team of machine learning researchers and software developers to come up with creative solutions. Experience with cloud platforms such as AWS.,30+,www.indeed.com/rc/clk?jk=8b7abe2e478dd279&fccid=1d69e9a5b2cfbeca&vjs=3
52,Machine Learning Intern,Centauri,"Washington, DC","Centauri is seeking intelligent, creative self-starters who are majoring in Information Technology, Engineering, Science, Math or related disciplines for…",30+,www.indeed.com/rc/clk?jk=c46e95aa690e0e6c&fccid=2540607df11515db&vjs=3
53,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
54,Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoPxByddGgCwKJYfyC_zQmmOKYurIfyNb0Bi_9DTQbXlY-wGT1MDWens0yGioDuYZSp6C32W7vJp-trrBBAyogdQ8t2DWiCtW3ZZi77KVAS8o4YPlbLXeIDBnqcbEHKYtUrLTgESZMLDgDvwAzrGU59jTyaRfEjKl22xG6dBWdz66PQl1G_yTDDTauiGz-DW-QNXEBQeatF3c-G0Bv4-ppAGa6AYl7sI6lHhmsq2ZMO5yv9FIo_Wg15buN0tu-sF4d3PgesUjqrr6NJeiFU_rC01LR2Wg5e6IMM6QkOEyd-Myrub3zBg3MXs8uZ124MqzGQ6At-5kJlOu_qIQGaBXZJbpuhgxFndVdaci6jLmccvUl2APWbzq85FaWMHkHVbrQx804ostMk9_&p=11&fvj=0&vjs=3
