,Job Title,Company,City,Description,Days On Indeed,URL
147,Graduate Studies Program - Data Scientist,Central Intelligence Agency,"Alexandria, VA 22311 (Alexandria West area)","As a Data Scientist Graduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbrtR6ny1gwoDYbGX4DLgV4jACPGKx-78S7ubsJe0cRVFqwrXomGJVxXuVov68Tz-VjWixzObefPCyN4hofwtIqHyq2I1IshXUEvUe2slKEEpSN4XLj12mySa4OChuqFpf6U9BvyfWe-S7cZm2XlGAGvdDSw2T5K2Xn7BHuNVBwVYQzJwSV6MAQJlMOk3xfepFpQYWnXraioA3ucQH__9CVEpPY0ThXAhC9Dmxgod2teWcWSBR9aD0vh7imCyavfkCg7bicQ5LBi-LK8lpPKoBYLtmBrVTJqjkhH2cSIuWbEBZhS4vi_e_AXYo49i8TzEFfAbx7mUPtwJzK62RNaY7L9-ddOZhaGzEG0bAgJz4cuFLSTvnIZ7Joh72yfRZDs6MI5D8WATH1CwKnkwEuJ2OmwZj2PMsBuZeZLaHCAKlw4oNNvyI4rxR88PP4HcEVY73NYfKbuDG_O3xyh0nCEDBB_YJIZSx9h3Gw==&p=4&fvj=0&vjs=3
148,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Alexandria, VA 22311 (Alexandria West area)","Experience with preprocessing varied and unstructured data. Experience with common data science tools such as Python, R, or other scripting language.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJriloh1TgDRgcjvL2U77CWohs5dAUog7NMzu-fSUx65axSnTLAB5GLSKCheWw-SVBzZVk5X6etowh6XV0whLfmHtNdIS9oDBG_ovfK7ioNx5k-YHL5DiZ9XFlnHwZjK14DtNzO5-jyEQsUNK_vlzLR197jH__HeVSgIe6B5QOW-PacWBiCMRTVOc59OXGYkdk6Kqj7r_lobx48XeEQOHB45vdZD6dk82i71iEOhIrxwH0HlNJGWToOGEEUillAI4gko0fFiQi6tql8ElV4oWPk9DEPxHGuT44S0sVfO5r0t3qmlCUBcrfm7m0ylZxIoZjlKX7Qfd3BX86aeVCnjpMnbC_ogfTGUF9CU0VgPy6jIyrCb95enLeVLvox6QQYO-y1DLxSdmba3bw61zET75nYWID8CiuBe7QJn5MU-Z8eEXD7JpCEIZEGHIeSA7Wd43RS88vf09j0_FOCy3p0ij3Re83YvIh_NTMHbPqGw3V33ppaZ44&p=5&fvj=0&vjs=3
149,Intern - Data Scientist,ATPCO,"Alexandria, VA 22311 (Alexandria West area)","As a Data Scientist Intern at ATPCO you will contribute to an agile team of software engineers, product managers and data analysts to simplify billions of data…",4,www.indeed.com/rc/clk?jk=7b22af21358c81a7&fccid=9e48d5b13497d679&vjs=3
150,Economic Consultant Intern,Edgeworth Economics,"Alexandria, VA 22311 (Alexandria West area)","Edgeworth’s expert economists, statisticians, data analysts, and other professionals assist clients with innovative solutions rooted in the rigorous application…",4,www.indeed.com/rc/clk?jk=9ae4c51d890d6189&fccid=99782ee1db99cdf5&vjs=3
151,Credit Analyst Intern,Ivy Mortgage Inc.,"Alexandria, VA 22311 (Alexandria West area)","Proficiency in quantitative analysis, credit risk analysis, and analyzing and interpreting financial data. Contact and coordinate with loan officers, lenders,…",4,www.indeed.com/company/Ivy-Mortgage-Inc./jobs/Credit-Analyst-Intern-44b10f5892187aeb?fccid=8f7d954dfbf55503&vjs=3
152,Counternarcotic (CN) Program Analyst (INL),Celestar Corporation,"Alexandria, VA 22311 (Alexandria West area)","The Analyst provides programmatic development and oversight expertise to the INL/AP CN Team. While TDY in Afghanistan, INL-Kabul will provide the Analyst with…",4,www.indeed.com/rc/clk?jk=fb5fa1f5db280c61&fccid=783ea33155cc05ef&vjs=3
153,Junior Strategy Analyst for Affinity Services,Aon Corporation,"Alexandria, VA 22311 (Alexandria West area)",Relevant work or internship experience. Ability to analyze data and provide. Prepare analyses and comparisons of data. Your Impact as a Junior Strategy Analyst.,4,www.indeed.com/rc/clk?jk=ef85829dc8dc2918&fccid=dc08cb56cb2d6276&vjs=3
154,Intern - Airline Industry Analyst,ATPCO,"Alexandria, VA 22311 (Alexandria West area)","Identify trends, patterns and value in data that will influence airlines in their process for setting airfares. Has an innate ability to influence.",4,www.indeed.com/rc/clk?jk=b66886d4586b62f2&fccid=9e48d5b13497d679&vjs=3
155,Scientific Informatics Analyst,Accenture,"Alexandria, VA 22311 (Alexandria West area)","You will help ASIS client organizations better capture, handle, integrate and analyze complex scientific data. To learn more about ASIS click here.",4,www.indeed.com/rc/clk?jk=3e040a84b494036c&fccid=a4e4e2eaf26690c9&vjs=3
156,Applied Behavior Analyst Intern,Verbal Beginnings,"Alexandria, VA 22311 (Alexandria West area)",Learn to take data on verbal operants and problem behavior. The Verbal Beginnings Internship provides a great opportunity for those who are interested in…,4,www.indeed.com/rc/clk?jk=cac3857db722cb63&fccid=9c9edf677f739ae3&vjs=3
157,Staff Accountant,Edgeworth Economics,"Alexandria, VA 22311 (Alexandria West area)","Edgeworth’s expert economists, statisticians, data analysts, and other professionals assist clients with innovative solutions rooted in the rigorous application…",4,www.indeed.com/rc/clk?jk=3fa1a3555fb9bbcc&fccid=99782ee1db99cdf5&vjs=3
158,Actuarial Analyst,Aon Corporation,"Alexandria, VA 22311 (Alexandria West area)","Your impact as an Actuarial Analyst. Collecting, organizing and analyzing data, in support of actuarial analysis and projects;",4,www.indeed.com/rc/clk?jk=70252e867e79a9f1&fccid=dc08cb56cb2d6276&vjs=3
159,Intern - Software Engineer,ATPCO,"Alexandria, VA 22311 (Alexandria West area)","As the world leader in airline pricing data, ATPCO’s teams enables airlines to seamlessly manage airfare data across various distribution models.",4,www.indeed.com/rc/clk?jk=735809512376a93a&fccid=9e48d5b13497d679&vjs=3
160,Business Systems Analyst,Spry Methods,"Alexandria, VA 22311 (Alexandria West area)","This will provide a financial management solution for the DON by equipping all end users with customized work flows, automated data feeding, and enhanced…",4,www.indeed.com/rc/clk?jk=bd3ff9b0ea1458b1&fccid=a9b195d480ea289b&vjs=3
161,Business Process Analyst/Architect,Spry Methods,"Alexandria, VA 22311 (Alexandria West area)",Execute assigned test scripts and stage data/ files. This will provide a financial management solution for the DON by equipping all end users with customized…,4,www.indeed.com/rc/clk?jk=7f9ae65c96d98ecb&fccid=a9b195d480ea289b&vjs=3
162,Registered Behavior Technician,"Learning My Way ABA, LLC","Alexandria, VA 22311 (Alexandria West area)","Job Types: Part-time, Internship, Contract. Accurately collects behavior data including: A-B-C, count, frequency, duration, latency, inter-response time, event,…",4,"www.indeed.com/company/Learning-My-Way-ABA,-LLC/jobs/Registered-Behavior-Technician-004fb6fe9875d161?fccid=1f4c3731abeb89c1&vjs=3"
163,"LICENSED Special Education Teacher- Alexandria, VA",CARD,"Alexandria, VA 22311 (Alexandria West area)","Educational Assistance Program, Master’s in Psychology program and Board Certified Behavior Analyst (BCBA) preparation program, licensure internship hours.",4,www.indeed.com/rc/clk?jk=d07d924679010cf5&fccid=c6fd3386e74ede1c&vjs=3
164,Data Analytics Intern | Summer 2020,Arch,"Alexandria, VA 22311 (Alexandria West area)","As a Data Analyst Intern, you will support Business Intelligence activities within the Global Mortgage Data Analytics team. All expenses and travel paid.",5,www.indeed.com/rc/clk?jk=6e232bb797e16179&fccid=ab65954557c457d8&vjs=3
165,Operations Research Analyst Internship,Decisive Analytics Corporation,"Alexandria, VA 22311 (Alexandria West area)","DECISIVE ANALYTICS Corporation is seeking applicants for a Summer 2019 Internship as an Operations Research Analyst in the Washington, D.C. area.",5,www.indeed.com/rc/clk?jk=89508e9bb7f41b81&fccid=f2ff3a0858fed7fd&vjs=3
166,Criminal Intelligence Internship - DC Summer 2020,International Justice Mission,"Alexandria, VA 22311 (Alexandria West area)",Visit the Washington DC Internship Program Page for further information. Collecting and collating information and data from a variety of different sources;,5,www.indeed.com/rc/clk?jk=b0850acc42e62fbf&fccid=8176522df507db0d&vjs=3
167,Financial Analyst,AvalonBay Communities,"Alexandria, VA 22311 (Alexandria West area)","We are currently searching for a Financial Analyst to join our Financial Planning and Analysis (FP&A) team at our Corporate Headquarters in Arlington, VA.",5,www.indeed.com/rc/clk?jk=bd1bfdb56ea8ec32&fccid=5fae468f83f616ed&vjs=3
168,Data Analyst-Summer Internship,"Systems Planning and Analysis, Inc.","Alexandria, VA 22311 (Alexandria West area)","This internship position will assist the Australian Maritime Analysis Group (AMAG) with refining, running and post-processing agent-based models.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CRHH4KO9kU1BJepe2HE9glZhpHYbWbkdz3D96F1Oh0VDCeYitXlJCO-FTmzHaLc2UEb6LY-tQ51b40sucRNbrayNLgbpm01UX4te97cSPxITIqqS-w8XnDObA8eIjq0ChI583yFyI6a9ZeFwh3LeKwnWzOyTkwF5ASKlvRXmj_yFLopV1x2kXoz5AX6v-Zsr4ZXsvZPGgyXVf6IkoOdix25_ys2GQtZ9ZyK6prCwQDMEGP2Uu9fMVC40FReFSPUUS6zm5W5zxvdCikBFWesk_1cJpJ1XWxr3i2y7cryQ_63-d_1iGNgVK_gB8vaQKONAvVnVahM6ErjH4LmWI2u0qiB3V2nDrpPvrHLEtzCj1Do98F_KlCL1MxJhv4KGxoE0xjpisEPF99AUz6nJyWh5kl8leLFl1zDBPrdlTQbhuNp75B69-WwDjEUNwG27pK7aIg9RyTsm1TQ2w6AXiyE1FlnSJV0SDW0izHdLRbuaA-2FeMDCpi2wPCES-8YU-0AOmVq_RzGASKo48CtKUPbaQ5vyo8rmJZG8n3wgRoFFg9aLYzHHhQDrwCWqH1xTwaDZV5EBsb9Sm0rSrzaN4fnjGRRJKVHIQVmbfSSVD9n8aMfi&p=9&fvj=0&vjs=3
169,Product Strategy Analyst,GEICO,"Alexandria, VA 22311 (Alexandria West area)",Preference is given to candidates with related work or internship experience. A typical day may include using various programming languages to analyze sales and…,30+,www.indeed.com/cmp/Geico
170,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Alexandria, VA 22311 (Alexandria West area)","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We8gX1ulbHIFEbi7O9bLDyp74vfjAdx17fhIKaZ1MUdiR8-dohfXf4dPYOfFIM6iv3IE5UMhpR4Zlr--k394aWMEbwbLTod5gpZmIv-uyey7fJPP2jx6l5-WkjQRdzdUuq141WucZ_RagPoP8rsH1gBFUCda9Si4cbyVFrDv9seFzDyXHW_CaOjxz96hqVX8u4Bq4M_Sr0TwC11Num1XfvVJqQuaqDcBZPhLrnMGV_068H6lFs_mD4pig9SLV8Oqk-WcUH48cPkiu8N4xMAffy3IUwyjU_qyOhprLvVchNkpVNS9z4X7G0UFB5z26QPfBpMioDinyTqRkdoimOwS_Ev9lZ0TTBp5VGAuzSzT93r8DQen5EEQk9WcpFhW9NqxZXBBNhYmynTpB7osabnKw3kLMKr7qLGoYYoB5r6jjFmHh&p=11&fvj=0&vjs=3
171,Data Scientist,Central Intelligence Agency,"Alexandria, VA 22311 (Alexandria West area)","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoPxByddGgCwKJYfyC_zQmmOKYurIfyNb0Bi_9DTQbXlY-wGT1MDWens1AdxQPyBrFojEj0h09oZbW8o8BX8uaCnReClu5uZaAUgYOqsu2cYqXKHy0LfoUyYbc2fo0F9ZdPQJc1gdM2hSxg528zE39RegDsO0OyvGDojddT5EGhM88pwPTBIKVbjqccOg6vIBJK3ykKPRmpyUPynzzKGkQBJbdxRabwPEiY1jQfXPO87aiNE4teb3E2BIqA8wY4DCs5TYxrkz5KYBAHBFyNTNj8C-V-3mKM1FHucZxwc531kY4E1pbk3mGpkkKQLQ7bG4EvuJt-91PwUlCjHgjAgMJ4lwnrCpoFMBFAJ464gM4U5txOkQ9kjrJ_UZyK3hPHN8Mnmg6lbUwUNo&p=12&fvj=0&vjs=3
172,AI Reasoning and Data Science Intern,Navatek LLC,"Alexandria, VA 22311 (Alexandria West area)",The AI Reasoning and Data Science Intern will provide support for a wide array of ongoing projects that involve multiple areas of Artificial Intelligence…,30+,www.indeed.com/rc/clk?jk=dcddde7db745f1b7&fccid=8eab7c2c7a016712&vjs=3
173,Strategic Internship Program - Data and Technology Strategic...,JP Morgan Chase,"Alexandria, VA 22311 (Alexandria West area)",The JPMorgan Chase Institute seeks a Summer 2020 Data and Technology Strategic Intern to work closely with its Data and Technology Strategy Team and Research…,30+,www.indeed.com/rc/clk?jk=ab63ff5baa03ef61&fccid=c46d0116f6e69eae&vjs=3
174,Geospatial Data Wrangling Intern,Maxar Technologies,"Alexandria, VA 22311 (Alexandria West area)","Please review the job details below. Maxar is currently seeking a Geospatial Data Wrangling Intern located in Herndon, VA to join our 2020 Summer Internship…",30+,www.indeed.com/rc/clk?jk=85f1e711c34b769d&fccid=9f02eee31b134261&vjs=3
175,Data Engineering Intern,Maxar Technologies,"Alexandria, VA 22311 (Alexandria West area)","Please review the job details below. Maxar is seeking energetic, enthusiastic and motivated Data Engineering Interns to join our 2020 Summer Internship Program.",30+,www.indeed.com/rc/clk?jk=71c4f8d8af512e26&fccid=9f02eee31b134261&vjs=3
176,Business/Data Specialist Intern,"Chinese Culture and Community Service Center, Inc.","Alexandria, VA 22311 (Alexandria West area)",We are currently seeking a Business/Data Specialist whose responsibilities include conducting full lifecycle analysis of current operation and future business…,30+,"www.indeed.com/company/Chinese-Culture-and-Community-Service-Center,-Inc./jobs/Business-Data-Specialist-Intern-b07c343baae43a80?fccid=1a6a52858617b67f&vjs=3"
177,Data Science Intern,Maxar Technologies,"Alexandria, VA 22311 (Alexandria West area)","Please review the job details below. Maxar is seeking a motivated Data Science Intern, who is passionate about delivering new and innovative solutions for our…",30+,www.indeed.com/rc/clk?jk=081ff6641734ab48&fccid=9f02eee31b134261&vjs=3
178,Data Analytics Intern,Centauri,"Alexandria, VA 22311 (Alexandria West area)","Centauri is seeking Data Analytics Interns that are pursuing a Bachelor of Science degree in Computer Science, Information Technology, Computer Information…",30+,www.indeed.com/rc/clk?jk=9e349b9dee710567&fccid=2540607df11515db&vjs=3
179,Data Science Internship,FiscalNote,"Alexandria, VA 22311 (Alexandria West area)","Because we’re always identifying newer and more complex problems, we’re on the lookout for research scientists who thrive in environments catering to applicable…",30+,www.indeed.com/rc/clk?jk=ce6f32821ae8ee26&fccid=d55ba0bc1050147f&vjs=3
180,Central Maryland Summer Games 2020 Data Scientist Intern,Booz Allen Hamilton,"Alexandria, VA 22311 (Alexandria West area)",Serve in an internship program geared towards students who have diverse backgrounds and are equipped to solve the complex and multidimensional problems that…,30+,www.indeed.com/rc/clk?jk=c76a32282c755cd7&fccid=4e041af1d0af1bc8&vjs=3
181,Fleet Management Systems Data Analysis Intern - Summer 2020,OneWeb,"Alexandria, VA 22311 (Alexandria West area)",The Fleet Management Systems Data Analysis Intern will work within the Fleet Management Segment. The Fleet Management Segment is in constant need of data…,30+,www.indeed.com/rc/clk?jk=2957ebf70c66ec6d&fccid=b34667c965a369ae&vjs=3
182,Data Analyst-Summer Internship,"Systems Planning and Analysis, Inc.","Alexandria, VA 22311 (Alexandria West area)","This internship position will assist the Australian Maritime Analysis Group (AMAG) with refining, running and post-processing agent-based models.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CRHH4KO9kU1BJepe2HE9glZhpHYbWbkdz3D96F1Oh0VDCeYitXlJCO-FTmzHaLc2UEb6LY-tQ51b40sucRNbrayNLgbpm01UX4te97cSPxITIqqS-w8XnDObA8eIjq0ChIVJGcVOyV35nqLom0cMbwT-oUhneN5JtMXgN_8WOZi878foK3xzwqvQ4n_UBE5cEOnC4fgIShSsxhL8E2UCpxWde01B9ZkPi27Fuv2F84ujxMEfEloA6bkI5rUEOKPxoOENANtvni7qQSFKiB9E43qjvRmwgz6BsjHNTcsJ1bnxAKuLtBeAJSpGjG5zfnRkYl6BHy-VDvSiRSek8-vkI-VtCqJlFjQm2BRx1usCHV4qMl5BA49uf9XeEnKBZn95QnKQKP-Yvte7xwCXHiUq8uaQxDDHH4Fhtftm2wHYC_dc22SILtpv8mFYSAewvUo_PY3GgqreHGBYDmu8R-Y8ZzXweXx44LEJLxfq1OvSFnSKmuKbOdFWKLe4nqAcOI-xL5fK-kCMGI89jXBxuFvijyhgf0BvIa60Kxqm0bP002R7h3BJvLXx8c-mjcLe08JsTmvsMRDwXIC57knbluw6ATKfSnUSdwjmqlj83UZYeRZF&p=10&fvj=0&vjs=3
183,Undergraduate Internship/Co-op Program - Information and Dat...,Central Intelligence Agency,"Alexandria, VA 22311 (Alexandria West area)","As an Information and Data Management Undergraduate Intern for the CIA, you will work side-by-side with other Information and Data Management officers and…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
184,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Alexandria, VA 22311 (Alexandria West area)",The Net Technical Assessment Group (NTAG) within SPA specializes in the application of multi-disciplinary analytic skills to support clients across the…,5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJriloh6ExGAcUag3O5LzYOaOPJ0vEj1wRNNoJS--A6XAFiN5E2taFBHrNGFII_DgCC4VHMN91xKdGwUCa1p2Rh0GIwa2qNiB5yMUdQo3PAfh7ftlF_DtdpOS9EQOirtacfVik-H8H_m0m21Bg8R8aQYm5OqE6jTb4kO_F-dwbvMhU6sbqHXHsesvBNACWRcZflk1qJIRtwdZBC2Iek7H4hlPIwf9ckwZ7NWXVYmSrvNenJzid19_fdOouVUuj5awBaPvOasUTGSVlOoTtPHFFPOrhoKCkssxTlqKNgasLB6ooBzgdZUnskq7DzVb27FID1_gwTdrcYGXXw2WElgYlLwoY41llcrS318hQIlysS3eVv4aUCzj2RKXw5iP7R29gHV9dxVN6kddMtZo2Wwl88BTTqzMwuTx38qxaxH5lXdFZiegHmh6mqV4OT2GcvwOgWzrohZjv2cJJuFe1fn4N27LFdNoX_rmqFROwuUaziLeSAygr&p=12&fvj=0&vjs=3
185,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Alexandria, VA 22311 (Alexandria West area)","Experience with preprocessing varied and unstructured data. Experience with common data science tools such as Python, R, or other scripting language.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJriloh43sglbijNppJh_wv4BCDQM4yKmzCf0bUJ0Ylkf6TqxoEj_TP3ymIsLApo19EzZY0Hs_JZ4H2HSwrwvS_ReFpKF8dLziTY4TCmVTQ8kf-qFWaC2NGPUrq4gIgLBS1MYO8d29bLJ7VIQXNnDF-NNaErCC56p_dABUvSbKS2TGFnGdsK6q2zdqXzjAYnOfb_mCuf0M35zSTLCBU4D4U2ZDfoURULbJ8QNTvWpWQo7rXXo5UQ-34YfmmlNFLiHke-IX2QM_GsdwLWgte5GiYEOfh_NuS0uzGlgM0QBkfAhGcv-bfwiSMngYJ3AB8VVTPS-9Y_UaCRtOtVycHRyD7nXwt5kZkLc2QHkSvscvfMe0VhuQCSA-PwD08XLF_SNgCH08XVU4kgrhWbBoeLVZnOTi5Qv50FQ1Dy32vMP89O-NgeKwzPRHJtOi3imeCXoLOeuUgJmS5-4CN-cGUAEAWu_mhGstmjPe0Q3fwH_a70tjVUM8&p=0&fvj=0&vjs=3
186,Data Scientist,Central Intelligence Agency,"Alexandria, VA 22311 (Alexandria West area)","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
187,Data Analyst-Summer Internship,"Systems Planning and Analysis, Inc.","Alexandria, VA 22311 (Alexandria West area)","This internship position will assist the Australian Maritime Analysis Group (AMAG) with refining, running and post-processing agent-based models.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CRHH4KO9kU1BJepe2HE9glZhpHYbWbkdz3D96F1Oh0VDCeYitXlJCO-FTmzHaLc2UEb6LY-tQ51b40sucRNbrayNLgbpm01UX4te97cSPxITIqqS-w8XnDObA8eIjq0ChGDkoJzThvP8Eyvz7rW1jG_B18Pf_rj-SP_KlpW8Glzjju0VUFAzLZOhL_rVxRzSlH7k9J58Oh5crbZQDMlUB1xoPS8pbZ-SQZ95oHtsKvTOgbRGyOV17IPnGQaij5NbeFfTPbXzM2ALSpJSgpyDxZplNwjBpfCNNbSnIFKqd5UVFwE4N30oIsXORgn7VYwIMPkO3upl78oSpCOxa4vxSFQkysvACn_0EBwcMbKdT_UgDd-xSDvqQlNZzVu1x5tyFbo9k5-ngZtkrruYpxWM0xIwb20q6qXjwTv81x2DbzXfHxpWJlMgp1V1fAeUXZXueztYHtAvHNTemXQRs95qm_PrcrwXWqN9XOSSrnvaM9MmtXFpbyvrhjAPCfm6icQtIkGRFGLUl3SiyVCtM9TZnOOpU_MkmGsG5skx8aoJ7B2o0lfFtnTXkdnT_o8rOclAPVfircrMUsoFQ97UGZn9OEJPHDkDS6388Y3i8Qgerw9G&p=2&fvj=0&vjs=3
188,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Alexandria, VA 22311 (Alexandria West area)","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbhTNs_8jWhl66WDYF0blksRUITtN7f7We8gX1ulbHIFEbi7O9bLDyp74vfjAdx17fhIKaZ1MUdiR8-dohfXf4dPYOfFIM6iv3IE5UMhpR4Zlr--k394aWMFCOkGsrtt4IkGT76jzS9Lg16yKEMF7BK73ZkST6uZIpPRS770uvEvBMga0cr2OdaI0d95HQGE2C744Vy2apNW9blhLlGzSduae-th2lIpzAva6qGaVWfyHbESDKsY5BeIJ8lgCrit1PAhQ8Eq9kBIn5q67JqfewU4JcrTpzCzorCVIuaJFsdQQdPR4vCJFr1vVPjpfFGp9YbD8JXjQCzZ3N7liG8MTAKUafSDEgXE8NXNoo0vBdxot_Q3R7XPB3OdYptbhciGwVfF373FMqEqD74y__WRSZrBVv-zide8TVnK65rbGQghEu9Mb94bZFf6yB31XlctgnaGqYMjxqf6R&p=3&fvj=0&vjs=3
189,Product Strategy Analyst,GEICO,"Alexandria, VA 22311 (Alexandria West area)",Preference is given to candidates with related work or internship experience. A typical day may include using various programming languages to analyze sales and…,30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Acjr3lGWLBzJnSLr0JOeIhnRJBIlNlnblRoY9-2yUkfHGYq_sNv_wD2zki-kn6Q0nsE7E_FVm-Sveab1NCQl2va5-vVTGhtPNPocs3TviSfyLsRoI3a-yWibfHaX6T2Io2NGId6xbz2JsWUMxCWbX1MB35Sj9PHoT1lkIJZXU_IjBF90I05aJhtBSO1O5hGOTXNGzK9fRyGP0E0wGWOJa3YQztnFiPKPNubfRrHz6qJ85iAFACbRYGt7QpubSilm6kXkt-cN9TKFexU7v86N6lwXayG-Vg_KpZJA6XDZQaBiNWVN0OsBTM0x98yH_nJcvsLbCCA7cvKARXKg071U04DQvt3iKE7bNAUV9JFY7nHsxrpKlGgn2FO0RH-yDrahjDn0kAOjyhssMj_zaMSy8jFIKrtfIgkxQ6Qo7tgSs3704h-rpWofvWAPaOisvLZi_nIfzEBqIEg3iWldR1K0nghfEnBc7e2pVgkRXtROTGi30ubNiQy0Tviqo6nDFGoWcjQnamYl9pRBcidyxXNsxPd0yIvFRusMI8tCJSL6h4sg==&p=4&fvj=0&vjs=3
190,Lead Data Analyst,Protagonist,"Alexandria, VA 22311 (Alexandria West area)",The Lead Data Analyst has a passion for unleashing the power of data to drive strategic decisions. The Lead Data Analyst takes an active role in all of our…,11,www.indeed.com/rc/clk?jk=e6e42091d74e9495&fccid=0175006df17fa8e4&vjs=3
191,Student Trainee (Energy Industry),US Department of Energy,"Alexandria, VA 22311 (Alexandria West area)","This is a SUMMER 2020 internship position. Education Requirement: To be eligible for an internship position, you must meet the following qualifications by the…",12,www.indeed.com/rc/clk?jk=f92be2e4db169cb0&fccid=672f70463e8dc57c&vjs=3
192,Student Trainee (Economics),US Department of Energy,"Alexandria, VA 22311 (Alexandria West area)","This is a SUMMER 2020 internship position. Analyze large volumes of data using SAS, Python or R. Work independently to summarize findings and visually present…",8,www.indeed.com/rc/clk?jk=e8885571504d5a55&fccid=672f70463e8dc57c&vjs=3
193,Counternarcotic (CN) Program Analyst (INL PSS 20-024 - Wash...,ATSG Corporation,"Alexandria, VA 22311 (Alexandria West area)","Provides feedback to management on best practices for data input, document standardization, organization, and storage; identify recurring issues that should be…",7,www.indeed.com/rc/clk?jk=47fc70bc7a46dcc1&fccid=ed0f8bdf5a33e63a&vjs=3
194,Counternarcotics Program Analyst,"Ian, Evan & Alexander Corporation an EverWatch Co.","Alexandria, VA 22311 (Alexandria West area)","The Analyst provides programmatic development and oversight expertise to the INL/AP CN Team. IEA Corp, an EverWatch company is in search of a Counternarcotics…",7,www.indeed.com/rc/clk?jk=36f0b0f168290231&fccid=30b7a88225f6127b&vjs=3
195,IT Business Analyst (Intern),General Dynamics Information Technology,"Alexandria, VA 22311 (Alexandria West area)",IT Business Analyst Intern Responsibilities. Throughout GDIT's 10-week summer internship program you will work on innovative projects that touch areas such as…,7,www.indeed.com/rc/clk?jk=cce58909185b1270&fccid=11caadcdc98800d4&vjs=3
